...1,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,paper
556,10.1128/jmbe.v16i1.890,Journal of Microbiology &amp; Biology Education,5/6/15,3/4/22,2015-05,10.1128/jmbe.v16i1.890,4/3/22,"1935-7877,1935-7885",1,2015-05,235,87-89,10.1128,American Society for Microbiology,0.9520516,Crossref,18,18,5,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",Use of Constructed-Response Questions to Support Learning of Cell Biology during Lectures,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v16i1.890,16,"<jats:p>The use of class-response systems such as the Clickers to promote active-learning during lectures has been wide-spread. However, the often-used MCQ format in class activities as well as in assessments for large classes might lower students’ expectations and attitudes towards learning. Here, I describe my experience converting MCQs to constructed-response questions for in-class learning activities by removing cues from the MCQs. From the responses submitted, students seemed capable of providing answers without the need for cues. Using class-response systems such as Socrative for such constructed-response questions could be useful to challenge students to express their ideas in their own words. Moreover, by constructing their own answers, mis-conceptions could be revealed and corrected in a timely manner.</jats:p>",en,J Microbiol Biol Educ.,NA,https://journals.asm.org/doi/10.1128/jmbe.v16i1.890
592,10.1128/jmbe.v17i2.1094,Journal of Microbiology &amp; Biology Education,5/11/16,3/4/22,2016-05,10.1128/jmbe.v17i2.1094,3/29/22,"1935-7877,1935-7885",2,2016-05,235,197-203,10.1128,American Society for Microbiology,0.920662,Crossref,5,5,2,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",The ASM-NSF Biology Scholars Program: An Evidence-Based Model for Faculty Development,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v17i2.1094,17,"<jats:p>
            The American Society for Microbiology (ASM) established its ASM-NSF (National Science Foundation) Biology Scholars Program (BSP) to promote undergraduate education reform by 1) supporting biologists to implement evidence-based teaching practices, 2) engaging life science professional societies to facilitate biologists’ leadership in scholarly teaching within the discipline, and 3) participating in a teaching community that fosters disciplinary-level science, technology, engineering, and mathematics (STEM) reform. Since 2005, the program has utilized year-long residency training to provide a continuum of learning and practice centered on principles from the scholarship of teaching and learning (SoTL) to more than 270 participants (“scholars”) from biology and multiple other disciplines. Additionally, the program has recruited 11 life science professional societies to support faculty development in SoTL and discipline-based education research (DBER). To identify the BSP’s long-term outcomes and impacts, ASM engaged an external evaluator to conduct a study of the program’s 2010–2014 scholars (
            <jats:italic>n</jats:italic>
            = 127) and society partners. The study methods included online surveys, focus groups, participant observation, and analysis of various documents. Study participants indicate that the program achieved its proposed goals relative to scholarship, professional society impact, leadership, community, and faculty professional development. Although participants also identified barriers that hindered elements of their BSP participation, findings suggest that the program was essential to their development as faculty and provides evidence of the BSP as a model for other societies seeking to advance undergraduate science education reform. The BSP is the longest-standing faculty development program sponsored by a collective group of life science societies. This collaboration promotes success across a fragmented system of more than 80 societies representing the life sciences and helps catalyze biology education reform efforts.
          </jats:p>",en,J Microbiol Biol Educ.,NA,https://journals.asm.org/doi/10.1128/jmbe.v17i2.1094
595,10.1128/jmbe.v19i3.1675,Journal of Microbiology &amp; Biology Education,10/30/18,3/4/22,2018-01,10.1128/jmbe.v19i3.1675,3/31/22,"1935-7877,1935-7885",3,2018-01,235,NA,10.1128,American Society for Microbiology,0.91920614,Crossref,12,12,3,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",Bacterial Survivor: An Interactive Game that Combats Misconceptions about Antibiotic Resistance,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v19i3.1675,19,"<jats:p>The growing threat of antibiotic resistant infections remains a huge public health concern.  While many people are aware of “superbugs”, the vast majority of the general public does not understand how antibiotic resistance arises in a population of bacteria, and how exactly over use or misuse of antibiotics contributes to this problem.  We developed an active learning exercise called “Bacterial Survivor” in order to combat misconceptions about antibiotic resistance in a large undergraduate non-majors microbiology course.  The game models the random nature of genetic change, the impact of environment on survival, and illustrates the basic principles of evolution.  This hands-on approach has been effective in counteracting student misconceptions about this important topic.</jats:p>",en,J Microbiol Biol Educ.,NA,https://journals.asm.org/doi/10.1128/jmbe.v19i3.1675
602,10.1128/JVI.00800-17,Journal of Virology,8/17/17,3/5/22,2017-11,10.1128/jvi.00800-17,2/17/23,"0022-538X,1098-5514",21,2017-11,235,NA,10.1128,American Society for Microbiology,0.99994624,Crossref,29,29,17,"Virology,Insect Science,Immunology,Microbiology",A Single-Amino-Acid Substitution at Position 225 in Hemagglutinin Alters the Transmissibility of Eurasian Avian-Like H1N1 Swine Influenza Virus in Guinea Pigs,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jvi.00800-17,91,"<jats:title>ABSTRACT</jats:title>
          <jats:p>Efficient transmission from human to human is the prerequisite for an influenza virus to cause a pandemic; however, the molecular determinants of influenza virus transmission are still largely unknown. In this study, we explored the molecular basis for transmission of Eurasian avian-like H1N1 (EAH1N1) swine influenza viruses by comparing two viruses that are genetically similar but differ in their transmissibility in guinea pigs: the A/swine/Guangxi/18/2011 virus (GX/18) is highly transmissible by respiratory droplet in guinea pigs, whereas the A/swine/Heilongjiang/27/2012 virus (HLJ/27) does not transmit in this animal model. We used reverse genetics to generate a series of reassortants and mutants in the GX/18 background and tested their transmissibility in guinea pigs. We found that a single-amino-acid substitution of glycine (G) for glutamic acid (E) at position 225 (E225G) in the HA1 protein completely abolished the respiratory droplet transmission of GX/18, whereas the substitution of E for G at the same position (G225E) in HA1 enabled HLJ/27 to transmit in guinea pigs. We investigated the underlying mechanism and found that viruses bearing 225E in HA1 replicated more rapidly than viruses bearing 225G due to differences in assembly and budding efficiencies. Our study indicates that the amino acid 225E in HA1 plays a key role in EAH1N1 swine influenza virus transmission and provides important information for evaluating the pandemic potential of field influenza virus strains.</jats:p>
          <jats:p>
            <jats:bold>IMPORTANCE</jats:bold>
            Efficient transmission among humans is a prerequisite for a novel influenza virus to cause a human pandemic. Transmissibility of influenza viruses is a polygenic trait, and understanding the genetic determinants for transmissibility will provide useful insights for evaluating the pandemic potential of influenza viruses in the field. Several amino acids in the hemagglutinin (HA) protein of influenza viruses have been shown to be important for transmissibility, usually by increasing virus affinity for human-type receptors. In this study, we explored the genetic basis of the transmissibility difference between two Eurasian avian-like H1N1 (EAH1N1) swine influenza viruses in guinea pigs and found that the amino acid glutamic acid at position 225 in the HA1 protein plays a critical role in the transmission of EAH1N1 virus by increasing the efficiency of viral assembly and budding.
          </jats:p>",en,J Virol,NA,https://journals.asm.org/doi/10.1128/jvi.00800-17
615,10.1128/JVI.00508-14,Journal of Virology,3/13/14,3/5/22,2014-06,10.1128/jvi.00508-14,2/13/23,"0022-538X,1098-5514",11,2014-06,235,5977-5986,10.1128,American Society for Microbiology,0.9995594,Crossref,63,63,30,"Virology,Insect Science,Immunology,Microbiology",Conserved Features of the PB2 627 Domain Impact Influenza Virus Polymerase Function and Replication,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jvi.00508-14,88,"<jats:title>ABSTRACT</jats:title>
          <jats:p>Successful replication of influenza virus requires the coordinated expression of viral genes and replication of the genome by the viral polymerase, composed of the subunits PA, PB1, and PB2. Polymerase activity is regulated by both viral and host factors, yet the mechanisms of regulation and how they contribute to viral pathogenicity and tropism are poorly understood. To characterize these processes, we created a series of mutants in the 627 domain of the PB2 subunit. This domain contains a conserved “P[F/P]AAAPP” sequence motif and the well-described amino acid 627, whose identity regulates host range. A lysine present at position 627 in most mammalian viral isolates creates a basic face on the domain surface and confers high-level activity in humans compared to the glutamic acid found at this position in avian isolates. Mutation of the basic face or the P[F/P]AAAPP motif impaired polymerase activity, assembly of replication complexes, and viral replication. Most of these residues are required for general polymerase activity, whereas PB2 K586 and R589 were preferentially required for function in human versus avian cells. Thus, these data identify residues in the 627 domain and other viral proteins that regulate polymerase activity, highlighting the importance of the surface charge and structure of this domain for virus replication and host adaptation.</jats:p>
          <jats:p>
            <jats:bold>IMPORTANCE</jats:bold>
            Influenza virus faces barriers to transmission across species as it emerges from its natural reservoir in birds to infect mammals. The viral polymerase is an important regulator of this process and undergoes discrete changes to adapt to replication in mammals. Many of these changes occur in the polymerase subunit PB2. Here we describe the systematic analysis of a key region in PB2 that controls species-specific polymerase activity. We report the importance of conserved residues that contribute to the overall charge of the protein as well as those that likely affect protein structure. These findings provide further insight into the molecular events dictating species-specific polymerase function and viral replication.
          </jats:p>",en,J Virol,NA,https://journals.asm.org/doi/10.1128/jvi.00508-14
625,10.1128/JVI.77.14.8108-8115.2003,Journal of Virology,6/26/03,3/5/22,7/15/03,10.1128/jvi.77.14.8108-8115.2003,1/30/23,"0022-538X,1098-5514",14,7/15/03,235,8108-8115,10.1128,American Society for Microbiology,0.9991589,Crossref,58,58,39,"Virology,Insect Science,Immunology,Microbiology",Human Herpesvirus 7 Open Reading Frame U12 Encodes a Functional β-Chemokine Receptor,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jvi.77.14.8108-8115.2003,77,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Human herpesvirus 7 (HHV-7), which belongs to the betaherpesvirus subfamily, infects mainly CD4
            <jats:sup>+</jats:sup>
            T cells in vitro and infects children during infancy. After the primary infection, HHV-7 becomes latent. HHV-7 contains two genes (U12 and U51) that encode putative homologs of cellular G-protein-coupled receptors. To analyze the biological function of the U12 gene, we cloned the gene and expressed the U12 protein in cells. The U12 gene encoded a calcium-mobilizing receptor for the EBI1 ligand chemokine-macrophage inflammatory protein 3β (ELC/MIP-3β) but not for other chemokines, suggesting that the chemokine selectivity of the U12 gene product is distinct from that of the known mammalian chemokine receptors. These studies revealed that U12 activates distinct transmembrane signaling pathways that may mediate biological functions by binding with a β-chemokine, ELC/MIP-3β.
          </jats:p>",en,J Virol,NA,https://journals.asm.org/doi/10.1128/jvi.77.14.8108-8115.2003
626,10.1128/JVI.02359-10,Journal of Virology,3/4/11,3/5/22,5/15/11,10.1128/jvi.02359-10,12/31/22,"0022-538X,1098-5514",10,5/15/11,235,5016-5026,10.1128,American Society for Microbiology,0.9991332,Crossref,77,77,17,"Virology,Insect Science,Immunology,Microbiology",Deletion of Major Nonessential Genomic Regions in the Vaccinia Virus Lister Strain Enhances Attenuation without Altering Vaccine Efficacy in Mice,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jvi.02359-10,85,"<jats:title>ABSTRACT</jats:title>
          <jats:p>The vaccinia virus (VACV) Lister strain was one of the vaccine strains that enabled smallpox eradication. Although the strain is most often harmless, there have been numerous incidents of mild to life-threatening accidents with this strain and others. In an attempt to further attenuate the Lister strain, we investigated the role of 5 genomic regions known to be deleted in the modified VACV Ankara (MVA) genome in virulence in immunodeficient mice, immunogenicity in immunocompetent mice, and vaccine efficacy in a cowpox virus challenge model. Lister mutants were constructed so as to delete each of the 5 regions or various combinations of these regions. All of the mutants replicated efficiently in tissue culture except region I mutants, which multiplied more poorly in human cells than the parental strain. Mutants with single deletions were not attenuated or only moderately so in athymic nude mice. Mutants with multiple deletions were more highly attenuated than those with single deletions. Deleting regions II, III, and V together resulted in total attenuation for nude mice and partial attenuation for SCID mice. In immunocompetent mice, the Lister deletion mutants induced VACV specific humoral responses equivalent to those of the parental strain but in some cases lower cell-mediated immune responses. All of the highly attenuated mutants protected mice from a severe cowpox virus challenge at low vaccine doses. The data suggest that several of the Lister mutants combining multiple deletions could be used in smallpox vaccination or as live virus vectors at doses equivalent to those used for the traditional vaccine while displaying increased safety.</jats:p>",en,J Virol,NA,https://journals.asm.org/doi/10.1128/jvi.02359-10
627,10.1128/JVI.02060-10,Journal of Virology,12/16/10,3/5/22,2011-03,10.1128/jvi.02060-10,1/5/23,"0022-538X,1098-5514",5,2011-03,235,1943-1957,10.1128,American Society for Microbiology,0.99913067,Crossref,35,35,13,"Virology,Insect Science,Immunology,Microbiology",Functional Characterization of Kaposi's Sarcoma-Associated Herpesvirus Open Reading Frame K8 by Bacterial Artificial Chromosome-Based Mutagenesis,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jvi.02060-10,85,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The open reading frame K8 of Kaposi's sarcoma-associated herpesvirus (KSHV) encodes a basic leucine zipper (bZip) protein that binds to the origin of viral DNA replication and is an integral component of viral lytic DNA replication complex. Moreover, K8 physically interacts with replication and transcription activator (RTA) and represses its transactivation activity on several viral promoters. To investigate the role of this protein in viral life cycle, we constructed two K8-null recombinant mutant viruses (BAC-ΔK8 and BAC-stopK8) by using a bacterial artificial chromosome (BAC) system. Latent viral infection can be reconstituted in 293T and BJAB cells with wild-type and the K8-null recombinant viruses by introducing the cloned viral genomes into the cells. When the cells carrying these viruses were induced with 12-
            <jats:italic>O</jats:italic>
            -tetradecanoylphorbol-13-acetate (TPA) and sodium butyrate, no significant difference was seen in overall viral gene expression between wild-type and K8-null viruses, with lytic DNA replication still active in the latter. However, 293T cells harboring K8-null mutant viruses, either BAC-ΔK8 or BAC-stopK8, displayed lower copy numbers of latent KSHV genome in comparison with wild-type viruses. Furthermore, although K8 deficiency appeared to not affect infectivity when K8-null viruses were used to infect 293T, primary human microvascular dermal endothelial and human foreskin fibroblast cells, they exhibited much lower viral genome copy numbers in all types of cell compared to wild-type viruses. Taken together, these data suggest a possible role of K8 in abortive lytic DNA replication occurring in early stages of
            <jats:italic>de novo</jats:italic>
            infection or in the maintenance of latent viral genomes.
          </jats:p>",en,J Virol,NA,https://journals.asm.org/doi/10.1128/jvi.02060-10
866,10.1128/MRA.00129-19,Microbiology Resource Announcements,4/10/19,3/8/22,4/11/19,10.1128/mra.00129-19,2/7/23,2576-098X,15,4/11/19,235,NA,10.1128,American Society for Microbiology,0.9854877,Crossref,4,4,8,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","omu, a Metabolomics Count Data Analysis Tool for Intuitive Figures and Convenient Metadata Collection",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00129-19,8,"<jats:p>Metabolomics is a powerful tool for measuring the functional output of the microbiota. Currently, there are few established workflows for analysis downstream of metabolite identification.</jats:p>",en,Microbiol Resour Announc,NA,https://journals.asm.org/doi/10.1128/mra.00129-19
733,10.1128/mBio.00282-13,mBio,5/29/13,3/8/22,2013-07,10.1128/mbio.00282-13,2/20/23,"2161-2129,2150-7511",3,2013-07,235,NA,10.1128,American Society for Microbiology,0.99610376,Crossref,51,51,143,"Virology,Microbiology","Cyclic di-AMP Is Critical for Listeria monocytogenes Growth, Cell Wall Homeostasis, and Establishment of Infection",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.00282-13,4,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:named-content content-type=""genus-species"">Listeria monocytogenes</jats:named-content>
            infection leads to robust induction of an innate immune signaling pathway referred to as the cytosolic surveillance pathway (CSP), characterized by expression of beta interferon (IFN-β) and coregulated genes. We previously identified the IFN-β stimulatory ligand as secreted cyclic di-AMP. Synthesis of c-di-AMP in
            <jats:named-content content-type=""genus-species"">L. monocytogenes</jats:named-content>
            is catalyzed by the diadenylate cyclase DacA, and multidrug resistance transporters are necessary for secretion. To identify additional bacterial factors involved in
            <jats:named-content content-type=""genus-species"">L. monocytogenes</jats:named-content>
            detection by the CSP, we performed a forward genetic screen for mutants that induced altered levels of IFN-β. One mutant that stimulated elevated levels of IFN-β harbored a transposon insertion in the gene
            <jats:italic>lmo0052</jats:italic>
            . Lmo0052, renamed here PdeA, has homology to a cyclic di-AMP phosphodiesterase, GdpP (formerly YybT), of
            <jats:named-content content-type=""genus-species"">Bacillus subtilis</jats:named-content>
            and is able to degrade c-di-AMP to the linear dinucleotide pApA. Reduction of c-di-AMP levels by conditional depletion of the di-adenylate cyclase DacA or overexpression of PdeA led to marked decreases in growth rates, both
            <jats:italic>in vitro</jats:italic>
            and in macrophages. Additionally, mutants with altered levels of c-di-AMP had different susceptibilities to peptidoglycan-targeting antibiotics, suggesting that the molecule may be involved in regulating cell wall homeostasis. During intracellular infection, increases in c-di-AMP production led to hyperactivation of the CSP. Conditional depletion of
            <jats:italic>dacA</jats:italic>
            also led to increased IFN-β expression and a concomitant increase in host cell pyroptosis, a result of increased bacteriolysis and subsequent bacterial DNA release. These data suggest that c-di-AMP coordinates bacterial growth, cell wall stability, and responses to stress and plays a crucial role in the establishment of bacterial infection.
          </jats:p>
          <jats:p>
            <jats:bold>IMPORTANCE</jats:bold>
            <jats:named-content content-type=""genus-species"">Listeria monocytogenes</jats:named-content>
            is a Gram-positive intracellular pathogen and the causative agent of the food-borne illness listeriosis. Upon infection,
            <jats:named-content content-type=""genus-species"">L. monocytogenes</jats:named-content>
            stimulates expression of IFN-β and coregulated genes dependent upon host detection of a secreted bacterial signaling nucleotide, c-di-AMP. Using a forward genetic screen for mutants that induced high levels of host IFN-β expression, we identified a c-di-AMP phosphodiesterase, PdeA, that degrades c-di-AMP. Here we characterize
            <jats:named-content content-type=""genus-species"">L. monocytogenes</jats:named-content>
            mutants that express enhanced or diminished levels of c-di-AMP. Decreased c-di-AMP levels by conditional depletion of the diadenylate cyclase (DacA) or overexpression of PdeA attenuated bacterial growth and led to bacteriolysis, suggesting that its production is essential for viability and may regulate cell wall metabolism. Mutants lacking PdeA had a distinct transcriptional profile, which may provide insight into additional roles for the molecule. This work demonstrates that c-di-AMP is a critical signaling molecule required for bacterial replication, cell wall stability, and pathogenicity.
          </jats:p>",en,mBio,NA,https://journals.asm.org/doi/10.1128/mbio.00282-13
51,10.1128/aac.00018-22,Antimicrobial Agents and Chemotherapy,4/28/22,5/17/22,5/17/22,10.1128/aac.00018-22,12/20/22,"0066-4804,1098-6596",5,5/17/22,235,NA,10.1128,American Society for Microbiology,0.9966296,Crossref,29,29,1,"Infectious Diseases,Pharmacology (medical),Pharmacology",Anti-Mycobacterium abscessus Activity of Tuberculosis F-ATP Synthase Inhibitor GaMF1,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.00018-22,66,"<jats:p>
            New drug targets and molecules with bactericidal activity are needed against the respiratory mycobacterial pathogen
            <jats:named-content content-type=""genus-species"">Mycobacterium abscessus</jats:named-content>
            . Employing a lead repurposing strategy, the antituberculosis compound GaMF1 was tested against
            <jats:named-content content-type=""genus-species"">M. abscessus</jats:named-content>
            .
          </jats:p>",en,Antimicrob Agents Chemother,NA,https://journals.asm.org/doi/10.1128/aac.00018-22
288,10.1128/IAI.01193-09,Infection and Immunity,4/27/10,3/5/22,2010-07,10.1128/iai.01193-09,12/23/22,"0019-9567,1098-5522",7,2010-07,235,3083-3089,10.1128,American Society for Microbiology,0.99310994,Crossref,38,38,44,"Infectious Diseases,Immunology,Microbiology,Parasitology",NalP-Mediated Proteolytic Release of Lactoferrin-Binding Protein B from the Meningococcal Cell Surface,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.01193-09,78,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Bacteria have developed several mechanisms for iron uptake during colonization of mammalian hosts, where the availability of free iron is limiting for growth.
            <jats:italic>Neisseria meningitidis</jats:italic>
            expresses under iron-limiting conditions a receptor complex consisting of the lactoferrin-binding proteins A (LbpA) and LbpB to acquire iron from lactoferrin, which is abundantly present on the mucosal surfaces of the human nasopharynx. LbpA is an integral outer membrane-embedded iron transporter, whereas LbpB is a cell surface-exposed lipoprotein. In this study, we demonstrate that LbpB is also released into the culture medium. We identified NalP, an autotransporter known to be involved in the processing of other autotransporters, as the protease responsible for LbpB release. This release of LbpB reduced the complement-mediated killing of the bacteria when incubated with an LbpB-specific bactericidal antiserum. Since antibodies directed against LbpB are found in convalescent-patient sera, the release of an immunogenic protein as LbpB may represent a novel means for
            <jats:italic>N. meningitidis</jats:italic>
            to escape the human immune response.
          </jats:p>",en,Infect Immun,NA,https://journals.asm.org/doi/10.1128/iai.01193-09
