paper,link_count,new_seq_data,availability,data_public_private,software_links,keywords,submitter,comments,data_available,...10,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,...41
https://journals.asm.org/doi/10.1128/mra.00766-22,1,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,842,10.1128/mra.00766-22,Microbiology Resource Announcements,9/28/22,10/20/22,10/20/22,10.1128/mra.00766-22,10/21/22,2576-098X,10,10/20/22,235,NA,10.1128,American Society for Microbiology,0.9904785,Crossref,10,10,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of an Uncultivated Freshwater Bacteroidota Lineage,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00766-22,11,<jats:p>We report here a complete metagenome-assembled genome belonging to the AKYH767 order within the Bacteroidota phylum. The recovered genome stems from a nonaxenic Amoebozoa culture from Lake Zürich and was assembled as a circular element at a length of 4.1 Mbp and a coverage of 115×.</jats:p>,en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00780-22,1,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,867,10.1128/mra.00780-22,Microbiology Resource Announcements,9/19/22,10/20/22,10/20/22,10.1128/mra.00780-22,10/21/22,2576-098X,10,10/20/22,235,NA,10.1128,American Society for Microbiology,0.9852088,Crossref,15,15,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Annotation of the Complete Genome Sequences of Bacteriophages Sara and Birdfeeder,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00780-22,11,"<jats:p>
            Sara is a siphovirus with a linear 17,362bp genome containing 25 genes. Birdfeeder is a podovirus with a circularly permuted 53,897bp genome containing 52 genes. Sara and Birdfeeder were isolated from environmental samples in Plattsburgh, NY, USA and Forest Hill, MD, USA, respectively, using
            <jats:named-content content-type=""genus-species"">Microbacterium foliorum</jats:named-content>
            NRRL B-24224.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00891-22,1,Yes,Yes,Public,NA,"Illumina, PacBio, GenBank, EMBL, ENA, DDBJ, raw data, BioProject",acollens@umich.edu,NA,Data Available,841,10.1128/mra.00891-22,Microbiology Resource Announcements,11/8/22,12/15/22,12/15/22,10.1128/mra.00891-22,12/16/22,2576-098X,12,12/15/22,235,NA,10.1128,American Society for Microbiology,0.990592,Crossref,18,18,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of Rhodococcus qingshengii N9T-4,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00891-22,11,"<jats:p>
            <jats:named-content content-type=""genus-species"">Rhodococcus qingshengii</jats:named-content>
            N9T-4 can grow on media without added carbon sources. Here, we report the complete nucleotide sequence of the N9T-4 genome, consisting of a chromosome (6,439,972 bp), a linear plasmid (pN9T4-1 [565,206 bp]), and two circular plasmids (pN9T-4-2 [99,662 bp] and pN9T-4-3 [30,419 bp]).
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00960-22,1,Yes,Yes,Public,NA,"GenBank, NCBI, Table 1. , Sequence Read Archive",acollens@umich.edu,NA,Data Available,833,10.1128/mra.00960-22,Microbiology Resource Announcements,11/14/22,12/15/22,12/15/22,10.1128/mra.00960-22,12/16/22,2576-098X,12,12/15/22,235,NA,10.1128,American Society for Microbiology,0.99187094,Crossref,20,20,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Complete Genome Sequences of Four Pseudomonas aeruginosa Bacteriophages: Kara-mokiny 8, Kara-mokiny 13, Kara-mokiny 16, and Boorn-mokiny 1",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00960-22,11,"<jats:p>
            <jats:named-content content-type=""genus-species"">Pseudomonas aeruginosa</jats:named-content>
            is an opportunistic pathogen. Here, we report the isolation of four bacteriophages from wastewater. All four bacteriophages belong to the
            <jats:italic>Myoviridae</jats:italic>
            family. Kara-mokiny 8, 13, and 16 are of the
            <jats:italic>Pbunavirus</jats:italic>
            genus and have genomes between 65,527 and 66,420-bp. Boorn-mokiny 1 is of the
            <jats:italic>Phikzvirus</jats:italic>
            genus and has a 278,796-bp genome.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.01063-20,1,Yes,Yes,Public,NA,"sequence, sequencing, NCBI, GenBank, Illumina, ""BioProject"" ""raw reads"" ""accession no."" ""sra no.""",sovacool@umich.edu,NA,Data Available,805,10.1128/MRA.01063-20,Microbiology Resource Announcements,5/12/21,3/8/22,5/13/21,10.1128/mra.01063-20,3/29/22,2576-098X,19,5/13/21,235,NA,10.1128,American Society for Microbiology,0.9985786,Crossref,14,14,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Whole-Genome Sequencing Analysis of Salmonella Isolates from Poultry Farms, a Slaughterhouse, and Retail Stalls in Thailand",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01063-20,10,"<jats:p>
            The draft genome sequences of 21
            <jats:named-content content-type=""genus-species"">Salmonella</jats:named-content>
            isolates obtained from poultry production chains in Hat Yai City, Songkhla Province, Thailand, were reported in this study. Our study revealed that there was
            <jats:named-content content-type=""genus-species"">Salmonella</jats:named-content>
            environmental contamination along poultry production chains and cross-contamination among poultry through inanimate surfaces in the environment.
          </jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.01073-22,2,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, ""accession number"", BioProject, listed in Table 1",acollens@umich.edu,NA,Data Available,857,10.1128/mra.01073-22,Microbiology Resource Announcements,12/7/22,1/24/23,1/24/23,10.1128/mra.01073-22,1/25/23,2576-098X,1,1/24/23,235,NA,10.1128,American Society for Microbiology,0.9879387,Crossref,16,16,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Draft Genome Sequences of Phytase Active Endophytic and Epiphytic Erwinia gerundensis Isolated from Wheat (Triticum aestivum) Seeds,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01073-22,12,"<jats:p>
            Here, we provide draft genome sequences of an epiphytic strain (HEP01) and an endophytic strain (HEN01) of
            <jats:named-content content-type=""genus-species"">Erwinia gerundensis</jats:named-content>
            , isolated from wheat (
            <jats:named-content content-type=""genus-species"">Triticum aestivum</jats:named-content>
            ) seeds. Genome sizes of HEP01 and HEN01 were 3,771,322 bp and 3,750,048 bp, respectively. HEP01 and HEN01 carried one plasmid each with sizes of 565,617 bp and 576,781 bp, respectively. Both showed phenotypic phytase activity.
          </jats:p>",en,Microbiol Resour Announc,NA,2023,NA
https://journals.asm.org/doi/10.1128/mra.01114-22,1,Yes,Yes,Public,NA,"GenBank, ""accession number"", ""accession no.""",acollens@umich.edu,NA,Data Available,868,10.1128/mra.01114-22,Microbiology Resource Announcements,11/14/22,12/15/22,12/15/22,10.1128/mra.01114-22,12/16/22,2576-098X,12,12/15/22,235,NA,10.1128,American Society for Microbiology,0.9849219,Crossref,12,12,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Coding Complete Genome Sequence of the SARS-CoV-2 Virus Strain, Variant B.1.1, Sampled from Kazakhstan",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01114-22,11,"<jats:p>This article describes the results of sequencing and analysis of the entire genome of the SARS-CoV-2 virus sampled in Kazakhstan in 2021. The whole-genome sequence of the strain was 29,751 bp. According to the results of phylogenetic analysis (according to the Pangolin COVID-19 database), the SARS-CoV-2/human/KAZ/B1.1/2021 strain studied here was assigned to variant B.1.1.</jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.01149-20,1,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, Illumina, ""accession number"", ""SRA""",sovacool@umich.edu,NA,Data Available,811,10.1128/MRA.01149-20,Microbiology Resource Announcements,10/28/20,3/8/22,10/29/20,10.1128/mra.01149-20,4/6/22,2576-098X,44,10/29/20,235,NA,10.1128,American Society for Microbiology,0.9973472,Crossref,11,11,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequence of
            <i>Bacillus</i>
            sp. Strain EB106-08-02-XG196, Isolated from High-Nitrate-Contaminated Sediment",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01149-20,9,"<jats:p>
            <jats:italic>Bacillus</jats:italic>
            sp. strain EB106-08-02-XG196 was isolated from a high-nitrate- and heavy metal-contaminated site at the Oak Ridge Reservation. We report the draft genome sequence of this strain to provide insights into the genomic basis for surviving in this unique environment.
          </jats:p>",en,Microbiol Resour Announc,NA,2020,NA
https://journals.asm.org/doi/10.1128/mra.01225-19,4,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,875,10.1128/MRA.01225-19,Microbiology Resource Announcements,1/2/20,3/8/22,1/2/20,10.1128/mra.01225-19,5/27/22,2576-098X,1,1/2/20,235,NA,10.1128,American Society for Microbiology,0.98153174,Crossref,12,12,2,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequences of Two Vibrio fortis Strains Isolated from Coral (
            <i>Fungia</i>
            sp.) from the Andaman Sea",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01225-19,9,"<jats:p>
            We report the draft genome sequences of
            <jats:named-content content-type=""genus-species"">Vibrio fortis</jats:named-content>
            strains AN-60 and S7-72, which were isolated from coral (
            <jats:italic>Fungia</jats:italic>
            sp.) from the Andaman Sea. The genome sizes for strains AN-60 and S7-72 are 5.43 and 5.53 Mb, respectively. Both strains harbor genes associated with protocatechuate and azathioprine degradation and the sulfate reduction pathway.
          </jats:p>",en,Microbiol Resour Announc,NA,2020,NA
https://journals.asm.org/doi/10.1128/mra.01234-22,2,Yes,Yes,Public,NA,"sequence, sequencing, nucleotide, PacBio, GenBank, EMBL, ENA, DDBJ, ""accession number"", ""accession no.""",acollens@umich.edu,NA,Data Available,864,10.1128/mra.01234-22,Microbiology Resource Announcements,2/16/23,2/16/23,NA,10.1128/mra.01234-22,2/17/23,2576-098X,NA,2/16/23,235,NA,10.1128,American Society for Microbiology,0.9855222,Crossref,7,7,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Complete Genome Sequences of Three Polynucleobacter sp. Subcluster PnecC Strains, KF022, KF023, and KF032, Isolated from a Shallow Eutrophic Lake and a River in Japan",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01234-22,NA,"<jats:p>
            The genus
            <jats:italic>Polynucleobacter</jats:italic>
            subcluster PnecC consists of bacteria representing the ubiquitous taxon of freshwater bacterioplankton. Here, we report the complete genome sequences of three
            <jats:italic>Polynucleobacter</jats:italic>
            sp. (PnecC) strains, namely, KF022, KF023, and KF032, which were isolated from surface water of a temperate shallow eutrophic lake and its inflow river in Japan.
          </jats:p>",en,Microbiol Resour Announc,2/16/23,NA,NA
https://journals.asm.org/doi/10.1128/mra.01288-20,1,Yes,Yes,Public,NA,"GenBank, Illumina, ""accession number"", ""SRA""",sovacool@umich.edu,NA,Data Available,810,10.1128/MRA.01288-20,Microbiology Resource Announcements,3/3/21,3/8/22,3/4/21,10.1128/mra.01288-20,4/2/22,2576-098X,9,3/4/21,235,NA,10.1128,American Society for Microbiology,0.99759156,Crossref,11,11,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Genome Sequences of Mycobacterium smegmatis Phages Purgamenstris and PhancyPhin,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01288-20,10,"<jats:p>
            Two novel mycobacteriophages, PhancyPhin and Purgamenstris, were isolated from the Houston, Texas, area. They were isolated in the same year with the soil enrichment method using the host
            <jats:named-content content-type=""genus-species"">Mycobacterium smegmatis</jats:named-content>
            mc
            <jats:sup>2</jats:sup>
            155. They exhibit a 99.55% nucleotide identity with each other.
          </jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00026-16,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1110,10.1128/mSphere.00026-16,mSphere,3/3/16,3/8/22,4/27/16,10.1128/msphere.00026-16,4/13/22,2379-5042,2,4/27/16,235,NA,10.1128,American Society for Microbiology,0.9963979,Crossref,15,15,4,"Molecular Biology,Microbiology","Lessons Learned from
            <i>In Vivo</i>
            Studies of a Viral Noncoding RNA",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00026-16,1,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Despite increasing interest in the biology of noncoding RNAs (ncRNAs), few functions have been uncovered for viral ncRNAs
            <jats:italic>in vivo</jats:italic>
            . In their recent article in
            <jats:italic>mSphere</jats:italic>
            , Feldman and colleagues [E. R. Feldman et al.,
            <jats:italic>mSphere</jats:italic>
            1(2):e00105-15, 2016, doi:
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.1128/mSphere.00105-15"">10.1128/mSphere.00105-15</jats:ext-link>
            ] demonstrate a highly specific activity of a gammaherpesviral ncRNA in viral dissemination and establishment of latent infection. Their work highlights several interesting features that should be informative to future studies of viral ncRNA.
          </jats:p>",en,mSphere,NA,2016,NA
https://journals.asm.org/doi/10.1128/msphere.00113-18,1,No,No,NA,NA,NA,acollens@umich.edu,NA,No Data Available,1190,10.1128/mSphere.00113-18,mSphere,7/31/18,3/8/22,8/29/18,10.1128/msphere.00113-18,12/23/22,2379-5042,4,8/29/18,235,NA,10.1128,American Society for Microbiology,0.955411,Crossref,26,26,7,"Molecular Biology,Microbiology",Direct Detection of Carbapenem-Resistant Organisms from Environmental Samples Using the GeneXpert Molecular Diagnostic System,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00113-18,3,<jats:p>Use of the Carba-R assay for detection of carbapenem-resistant Gram-negative organisms (CROs) can provide data for implementation of a rapid infection control response to minimize the spread of CROs in the health care setting.</jats:p>,en,mSphere,NA,2018,NA
https://journals.asm.org/doi/10.1128/msphere.00211-18,2,No,No,NA,NA,NA,acollens@umich.edu,NA,No Data Available,1142,10.1128/mSphere.00211-18,mSphere,6/19/18,3/8/22,6/27/18,10.1128/msphere.00211-18,12/16/22,2379-5042,3,6/27/18,235,NA,10.1128,American Society for Microbiology,0.9777358,Crossref,16,16,9,"Molecular Biology,Microbiology",Persistence of Resident and Transplanted Genotypes of the Undomesticated Yeast Saccharomyces paradoxus in Forest Soil,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00211-18,3,"<jats:p>
            <jats:italic>Saccharomyces</jats:italic>
            yeasts are intensively studied in biological research and in their domesticated roles in brewing and baking, and yet, remarkably little is known about their mode of life in forest soils. We report here that resident genotypes of the yeast
            <jats:named-content content-type=""genus-species"">S. paradoxus</jats:named-content>
            are persistent on a time scale of years in their microhabitats in forest soils. We also show that resident genotypes can be replaced by transplanted yeast genotypes. The high inoculum levels in experimental transplantations rapidly decreased over time, but the transplanted genotypes persisted at low abundance. We conclude that, in forest soils,
            <jats:italic>Saccharomyces</jats:italic>
            yeasts exist at very low abundance and that dispersal events are rare.
          </jats:p>",en,mSphere,NA,2018,NA
https://journals.asm.org/doi/10.1128/msphere.00429-20,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1183,10.1128/mSphere.00429-20,mSphere,7/14/20,3/8/22,8/26/20,10.1128/msphere.00429-20,2/14/23,2379-5042,4,8/26/20,235,NA,10.1128,American Society for Microbiology,0.95899165,Crossref,44,44,5,"Molecular Biology,Microbiology","Systematic Review and Meta-analysis of the Prevalence of Group A Streptococcal
            <i>emm</i>
            Clusters in Africa To Inform Vaccine Development",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00429-20,5,"<jats:p>
            Low vaccine coverage is of grave public health concern, particularly in developing countries where epidemiological data are often absent. To inform vaccine development for group A
            <jats:italic>Streptococcus</jats:italic>
            (GAS), we report on the epidemiology of the M protein
            <jats:italic>emm</jats:italic>
            clusters from GAS infections in Africa, where GAS-related illnesses and their sequelae, including rheumatic fever and rheumatic heart disease, are of a high burden. This first report of
            <jats:italic>emm</jats:italic>
            clusters across the continent indicates a high probably of coverage by the M protein-based vaccine currently undergoing testing were an
            <jats:italic>emm</jats:italic>
            -cluster based approach to be used.
          </jats:p>",en,mSphere,NA,2020,NA
https://journals.asm.org/doi/10.1128/msphere.00433-20,1,No,Yes,NA,NA,NA,jocolova@med.umich.edu,dryad digital repository,Data Available,1150,10.1128/mSphere.00433-20,mSphere,6/3/20,3/8/22,6/24/20,10.1128/msphere.00433-20,11/16/22,2379-5042,3,6/24/20,235,NA,10.1128,American Society for Microbiology,0.9727809,Crossref,55,55,11,"Molecular Biology,Microbiology",Host-Induced Genome Instability Rapidly Generates Phenotypic Variation across Candida albicans Strains and Ploidy States,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00433-20,5,"<jats:p>
            <jats:named-content content-type=""genus-species"">Candida albicans</jats:named-content>
            is an opportunistic fungal pathogen of humans. The ability to generate genetic variation is essential for adaptation and is a strategy that
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            and other fungal pathogens use to change their genome size. Stressful environments, including the host, induce
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            genome instability. Here, we investigated how
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            genetic background and ploidy state impact genome instability, both
            <jats:italic>in vitro</jats:italic>
            and in a host environment. We show that the host environment induces genome instability, but the magnitude depends on
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            genetic background. Furthermore, we show that tetraploid
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            is highly unstable in host environments and rapidly reduces in genome size. These reductions in genome size often resulted in reduced virulence. In contrast, diploid
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            displayed modest host-induced genome size changes, yet these frequently resulted in increased virulence. Such studies are essential for understanding how opportunistic pathogens respond and potentially adapt to the host environment.
          </jats:p>",en,mSphere,NA,2020,NA
https://journals.asm.org/doi/10.1128/msphere.00505-21,1,No,Yes,NA,NA,NA,jocolova@med.umich.edu,immport database (cytof),Data Available,1112,10.1128/mSphere.00505-21,mSphere,6/23/21,3/8/22,6/30/21,10.1128/msphere.00505-21,2/5/23,2379-5042,3,6/30/21,235,NA,10.1128,American Society for Microbiology,0.9955666,Crossref,62,62,4,"Molecular Biology,Microbiology",CyTOF Profiling of Zika and Dengue Virus-Infected Human Peripheral Blood Mononuclear Cells Identifies Phenotypic Signatures of Monotype Subsets and Upregulation of the Interferon-Inducible Protein CD169,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00505-21,6,"<jats:p>Zika and dengue viruses are emergent arboviruses of great public health impact. Both viruses are responsible for important diseases, yet there is currently no vaccine or specific treatment available.</jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00538-20,1,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1191,10.1128/mSphere.00538-20,mSphere,9/1/20,3/8/22,10/28/20,10.1128/msphere.00538-20,11/28/22,2379-5042,5,10/28/20,235,NA,10.1128,American Society for Microbiology,0.9552344,Crossref,78,78,4,"Molecular Biology,Microbiology",Transcriptional Profiling Suggests T Cells Cluster around Neurons Injected with Toxoplasma gondii Proteins,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00538-20,5,"<jats:p>
            Like other persistent intracellular pathogens,
            <jats:named-content content-type=""genus-species"">Toxoplasma gondii</jats:named-content>
            , a protozoan parasite, has evolved to evade the immune system and establish a chronic infection in specific cells and organs, including neurons in the CNS. Understanding
            <jats:italic>T. gondii</jats:italic>
            ’s persistence in neurons holds the potential to identify novel, curative drug targets. The work presented here offers new insights into the neuron-
            <jats:italic>T. gondii</jats:italic>
            interaction
            <jats:italic>in vivo</jats:italic>
            . By transcriptionally profiling neurons manipulated by
            <jats:italic>T. gondii</jats:italic>
            , we unexpectedly revealed that immune cells, and specifically CD8
            <jats:sup>+</jats:sup>
            T cells, appear to cluster around these neurons, suggesting that CD8
            <jats:sup>+</jats:sup>
            T cells specifically recognize parasite-manipulated neurons. Such a possibility supports evidence from other labs that questions the long-standing dogma that neurons are often persistently infected because they are not directly recognized by immune cells such as CD8
            <jats:sup>+</jats:sup>
            T cells. Collectively, these data suggest we reconsider the broader role of neurons in the context of infection and neuroinflammation.
          </jats:p>",en,mSphere,NA,2020,NA
https://journals.asm.org/doi/10.1128/msphere.00542-21,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1186,10.1128/mSphere.00542-21,mSphere,7/7/21,3/8/22,8/25/21,10.1128/msphere.00542-21,12/21/22,2379-5042,4,8/25/21,235,NA,10.1128,American Society for Microbiology,0.95870334,Crossref,34,34,4,"Molecular Biology,Microbiology",Longitudinal COVID-19 Surveillance and Characterization in the Workplace with Public Health and Diagnostic Endpoints,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00542-21,6,"<jats:p>The rapid spread of SARS-CoV-2 and the associated COVID-19 has precipitated a global pandemic heavily challenging our social behavior, economy, and health care infrastructure. In the absence of widespread, worldwide access to safe and effective vaccines and therapeutics, public health measures represent a key intervention for curbing the devastating impacts from the pandemic.</jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00818-20,1,No,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1163,10.1128/mSphere.00818-20,mSphere,9/16/20,3/8/22,10/28/20,10.1128/msphere.00818-20,2/5/23,2379-5042,5,10/28/20,235,NA,10.1128,American Society for Microbiology,0.9693405,Crossref,63,63,12,"Molecular Biology,Microbiology",Putative Membrane Receptors Contribute to Activation and Efficient Signaling of Mitogen-Activated Protein Kinase Cascades during Adaptation of Aspergillus fumigatus to Different Stressors and Carbon Sources,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00818-20,5,"<jats:p>
            <jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>
            is an important human-pathogenic fungal species that is responsible for a high incidence of infections in immunocompromised individuals.
            <jats:named-content content-type=""genus-species"">A. fumigatus</jats:named-content>
            high-osmolarity glycerol (HOG) and cell wall integrity pathways are important for the adaptation to different forms of environmental adversity such as osmotic and oxidative stresses, nutrient limitations, high temperatures, and other chemical and mechanical stresses that may be produced by the host immune system and antifungal drugs. Little is known about how these pathways are activated in this fungal pathogen. Here, we characterize four
            <jats:named-content content-type=""genus-species"">A. fumigatus</jats:named-content>
            putative homologues that are important for the activation of the yeast HOG pathway.
            <jats:named-content content-type=""genus-species"">A. fumigatus</jats:named-content>
            SlnA
            <jats:sup>Sln1p</jats:sup>
            , ShoA
            <jats:sup>Sho1p</jats:sup>
            , MsbA
            <jats:sup>Msb2p</jats:sup>
            , and OpyA
            <jats:sup>Opy2p</jats:sup>
            are genetically interacting and are essential for the activation of the HOG and cell wall integrity pathways. Our results contribute to the understanding of
            <jats:named-content content-type=""genus-species"">A. fumigatus</jats:named-content>
            adaptation to the host environment.
          </jats:p>",en,mSphere,NA,2020,NA
https://journals.asm.org/doi/10.1128/msphere.00848-21,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1167,10.1128/mSphere.00848-21,mSphere,12/15/21,3/8/22,12/22/21,10.1128/msphere.00848-21,12/14/22,2379-5042,6,12/22/21,235,NA,10.1128,American Society for Microbiology,0.96722996,Crossref,46,46,1,"Molecular Biology,Microbiology",NanI Sialidase Enhances the Action of Clostridium perfringens Enterotoxin in the Presence of Mucus,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00848-21,6,"<jats:p>
            NanI is a sialidase produced by some
            <jats:named-content content-type=""genus-species"">Clostridium perfringens</jats:named-content>
            type F strains. Here, we found that NanI can significantly increase the action of
            <jats:named-content content-type=""genus-species"">C. perfringens</jats:named-content>
            enterotoxin (CPE), which is the main toxin responsible for severe human enteric disease caused by type F strains. This effect likely helps to explain why even some type F strains that produce small amounts of CPE are pathogenic.
          </jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00851-21,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,MAGs deposited,Data Available,1173,10.1128/msphere.00851-21,mSphere,12/1/21,3/8/22,12/22/21,10.1128/msphere.00851-21,2/16/23,2379-5042,6,12/22/21,235,NA,10.1128,American Society for Microbiology,0.96498454,Crossref,88,88,15,"Molecular Biology,Microbiology","<i>Muribaculaceae</i>
            Genomes Assembled from Metagenomes Suggest Genetic Drivers of Differential Response to Acarbose Treatment in Mice",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00851-21,6,"<jats:p>
            The drug acarbose is used to treat diabetes by preventing the breakdown of starch in the small intestine, resulting in dramatic changes in the abundance of some members of the gut microbiome and its fermentation products. In mice, several of the bacteria that respond most positively are classified in the family
            <jats:italic>Muribaculaceae</jats:italic>
            , members of which produce propionate as a primary fermentation product.
          </jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00864-20,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1192,10.1128/mSphere.00864-20,mSphere,11/3/20,3/8/22,12/23/20,10.1128/msphere.00864-20,11/23/22,2379-5042,6,12/23/20,235,NA,10.1128,American Society for Microbiology,0.95353603,Crossref,67,67,6,"Molecular Biology,Microbiology","Conjugal DNA Transfer in Sodalis glossinidius, a Maternally Inherited Symbiont of Tsetse Flies",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00864-20,5,"<jats:p>
            Tsetse flies are the insect vectors of
            <jats:named-content content-type=""genus-species"">T. brucei</jats:named-content>
            , the causative agent of African sleeping sickness—a zoonotic disease that inflicts a substantial economic cost on a broad region of sub-Saharan Africa. Notably, tsetse flies can be infected with the bacterium
            <jats:italic>S. glossinidius</jats:italic>
            to establish an asymptomatic chronic infection. This infection can be inherited by future generations of tsetse flies, allowing
            <jats:italic>S. glossinidius</jats:italic>
            to spread and persist within populations. To this effect,
            <jats:italic>S. glossinidius</jats:italic>
            has been considered a potential expression platform to create flies which reduce
            <jats:named-content content-type=""genus-species"">T. brucei</jats:named-content>
            stasis and lower overall parasite transmission to humans and animals. However, the efficient genetic manipulation of
            <jats:italic>S. glossinidius</jats:italic>
            has remained a technical challenge due to its complex growth requirements and uncharacterized physiology. Here, we exploit a natural mechanism of DNA transfer among bacteria and develop an efficient technique to genetically manipulate
            <jats:italic>S. glossinidius</jats:italic>
            for future studies in reducing trypanosome transmission.
          </jats:p>",en,mSphere,NA,2020,NA
