paper,html_tag,link_address,link_text,link_status,hostname,domain,website_type,link_count,new_seq_data,availability,data_public_private,software_links,keywords,submitter,comments,data_available,...11,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,...42
https://journals.asm.org/doi/10.1128/msphere.00211-18,"<a href=""%5C%22https://www.ncbi.nlm.nih.gov/sra%5C%22"">https://www.ncbi.nlm.nih.gov/sra</a>",https://www.ncbi.nlm.nih.gov/sra,https://www.ncbi.nlm.nih.gov/sra,200,ncbi.nlm.nih.gov,gov,gov,2,No,No,NA,NA,NA,acollens@umich.edu,NA,No Data Available,1142,10.1128/mSphere.00211-18,mSphere,6/19/18,3/8/22,6/27/18,10.1128/msphere.00211-18,12/16/22,2379-5042,3,6/27/18,235,NA,10.1128,American Society for Microbiology,0.9777358,Crossref,16,16,9,"Molecular Biology,Microbiology",Persistence of Resident and Transplanted Genotypes of the Undomesticated Yeast Saccharomyces paradoxus in Forest Soil,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00211-18,3,"<jats:p>
            <jats:italic>Saccharomyces</jats:italic>
            yeasts are intensively studied in biological research and in their domesticated roles in brewing and baking, and yet, remarkably little is known about their mode of life in forest soils. We report here that resident genotypes of the yeast
            <jats:named-content content-type=""genus-species"">S. paradoxus</jats:named-content>
            are persistent on a time scale of years in their microhabitats in forest soils. We also show that resident genotypes can be replaced by transplanted yeast genotypes. The high inoculum levels in experimental transplantations rapidly decreased over time, but the transplanted genotypes persisted at low abundance. We conclude that, in forest soils,
            <jats:italic>Saccharomyces</jats:italic>
            yeasts exist at very low abundance and that dispersal events are rare.
          </jats:p>",en,mSphere,NA,2018,NA
https://journals.asm.org/doi/10.1128/msphere.00113-18,"<a href=""%5C%22https://microbenet.cdc.gov/%5C%22"">https://microbenet.cdc.gov/</a>",https://microbenet.cdc.gov/,https://microbenet.cdc.gov/,200,microbenet.cdc.gov,gov,gov,1,No,No,NA,NA,NA,acollens@umich.edu,NA,No Data Available,1190,10.1128/mSphere.00113-18,mSphere,7/31/18,3/8/22,8/29/18,10.1128/msphere.00113-18,12/23/22,2379-5042,4,8/29/18,235,NA,10.1128,American Society for Microbiology,0.955411,Crossref,26,26,7,"Molecular Biology,Microbiology",Direct Detection of Carbapenem-Resistant Organisms from Environmental Samples Using the GeneXpert Molecular Diagnostic System,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00113-18,3,<jats:p>Use of the Carba-R assay for detection of carbapenem-resistant Gram-negative organisms (CROs) can provide data for implementation of a rapid infection control response to minimize the spread of CROs in the health care setting.</jats:p>,en,mSphere,NA,2018,NA
https://journals.asm.org/doi/10.1128/msphere.00026-16,"<a href=""%5C%22https://doi.org/10.1128/mSphere.00105-15%5C%22"">https://doi.org/10.1128/mSphere.00105-15</a>",https://doi.org/10.1128/mSphere.00105-15,https://doi.org/10.1128/mSphere.00105-15,403,doi.org,org,org,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1110,10.1128/mSphere.00026-16,mSphere,3/3/16,3/8/22,4/27/16,10.1128/msphere.00026-16,4/13/22,2379-5042,2,4/27/16,235,NA,10.1128,American Society for Microbiology,0.9963979,Crossref,15,15,4,"Molecular Biology,Microbiology","Lessons Learned from
            <i>In Vivo</i>
            Studies of a Viral Noncoding RNA",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00026-16,1,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Despite increasing interest in the biology of noncoding RNAs (ncRNAs), few functions have been uncovered for viral ncRNAs
            <jats:italic>in vivo</jats:italic>
            . In their recent article in
            <jats:italic>mSphere</jats:italic>
            , Feldman and colleagues [E. R. Feldman et al.,
            <jats:italic>mSphere</jats:italic>
            1(2):e00105-15, 2016, doi:
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.1128/mSphere.00105-15"">10.1128/mSphere.00105-15</jats:ext-link>
            ] demonstrate a highly specific activity of a gammaherpesviral ncRNA in viral dissemination and establishment of latent infection. Their work highlights several interesting features that should be informative to future studies of viral ncRNA.
          </jats:p>",en,mSphere,NA,2016,NA
https://journals.asm.org/doi/10.1128/msphere.00505-21,"<a href=""%5C%22https://github.com/ismms-himc/cytutils%5C%22"">https://github.com/ismms-himc/cytutils</a>",https://github.com/ismms-himc/cytutils,https://github.com/ismms-himc/cytutils,200,github.com,com,com,1,No,Yes,NA,NA,NA,jocolova@med.umich.edu,immport database (cytof),Data Available,1112,10.1128/mSphere.00505-21,mSphere,6/23/21,3/8/22,6/30/21,10.1128/msphere.00505-21,2/5/23,2379-5042,3,6/30/21,235,NA,10.1128,American Society for Microbiology,0.9955666,Crossref,62,62,4,"Molecular Biology,Microbiology",CyTOF Profiling of Zika and Dengue Virus-Infected Human Peripheral Blood Mononuclear Cells Identifies Phenotypic Signatures of Monotype Subsets and Upregulation of the Interferon-Inducible Protein CD169,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00505-21,6,"<jats:p>Zika and dengue viruses are emergent arboviruses of great public health impact. Both viruses are responsible for important diseases, yet there is currently no vaccine or specific treatment available.</jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00542-21,"<a href=""%5C%22https://www.oak-crest.org/%5C%22"">https://www.oak-crest.org/</a>",https://www.oak-crest.org/,https://www.oak-crest.org/,200,oak-crest.org,org,org,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1186,10.1128/mSphere.00542-21,mSphere,7/7/21,3/8/22,8/25/21,10.1128/msphere.00542-21,12/21/22,2379-5042,4,8/25/21,235,NA,10.1128,American Society for Microbiology,0.95870334,Crossref,34,34,4,"Molecular Biology,Microbiology",Longitudinal COVID-19 Surveillance and Characterization in the Workplace with Public Health and Diagnostic Endpoints,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00542-21,6,"<jats:p>The rapid spread of SARS-CoV-2 and the associated COVID-19 has precipitated a global pandemic heavily challenging our social behavior, economy, and health care infrastructure. In the absence of widespread, worldwide access to safe and effective vaccines and therapeutics, public health measures represent a key intervention for curbing the devastating impacts from the pandemic.</jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00851-21,"<a href=""%5C%22https://doi.org/10.5281/zenodo.4450697%5C%22"">https://doi.org/10.5281/zenodo.4450697</a>",https://doi.org/10.5281/zenodo.4450697,https://doi.org/10.5281/zenodo.4450697,200,doi.org,org,org,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,MAGs deposited,Data Available,1173,10.1128/msphere.00851-21,mSphere,12/1/21,3/8/22,12/22/21,10.1128/msphere.00851-21,2/16/23,2379-5042,6,12/22/21,235,NA,10.1128,American Society for Microbiology,0.96498454,Crossref,88,88,15,"Molecular Biology,Microbiology","<i>Muribaculaceae</i>
            Genomes Assembled from Metagenomes Suggest Genetic Drivers of Differential Response to Acarbose Treatment in Mice",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00851-21,6,"<jats:p>
            The drug acarbose is used to treat diabetes by preventing the breakdown of starch in the small intestine, resulting in dramatic changes in the abundance of some members of the gut microbiome and its fermentation products. In mice, several of the bacteria that respond most positively are classified in the family
            <jats:italic>Muribaculaceae</jats:italic>
            , members of which produce propionate as a primary fermentation product.
          </jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00851-21,"<a href=""%5C%22https://github.com/mattb112885/clusterDbAnalysis/blob/master/src/Gblocks_wrapper.py%5C%22"">https://github.com/mattb112885/clusterDbAnalysis/blob/master/src/Gblocks_wrapper.py</a>",https://github.com/mattb112885/clusterDbAnalysis/blob/master/src/Gblocks_wrapper.py,https://github.com/mattb112885/clusterDbAnalysis/blob/master/src/Gblocks_wrapper.py,200,github.com,com,com,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,MAGs deposited,Data Available,1173,10.1128/msphere.00851-21,mSphere,12/1/21,3/8/22,12/22/21,10.1128/msphere.00851-21,2/16/23,2379-5042,6,12/22/21,235,NA,10.1128,American Society for Microbiology,0.96498454,Crossref,88,88,15,"Molecular Biology,Microbiology","<i>Muribaculaceae</i>
            Genomes Assembled from Metagenomes Suggest Genetic Drivers of Differential Response to Acarbose Treatment in Mice",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00851-21,6,"<jats:p>
            The drug acarbose is used to treat diabetes by preventing the breakdown of starch in the small intestine, resulting in dramatic changes in the abundance of some members of the gut microbiome and its fermentation products. In mice, several of the bacteria that respond most positively are classified in the family
            <jats:italic>Muribaculaceae</jats:italic>
            , members of which produce propionate as a primary fermentation product.
          </jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00848-21,"<a href=""%5C%22https://www.cdc.gov/foodsafety/diseases/clostridium-perfringens.html%5C%22"">https://www.cdc.gov/foodsafety/diseases/clostridium-perfringens.html</a>",https://www.cdc.gov/foodsafety/diseases/clostridium-perfringens.html,https://www.cdc.gov/foodsafety/diseases/clostridium-perfringens.html,200,cdc.gov,gov,gov,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1167,10.1128/mSphere.00848-21,mSphere,12/15/21,3/8/22,12/22/21,10.1128/msphere.00848-21,12/14/22,2379-5042,6,12/22/21,235,NA,10.1128,American Society for Microbiology,0.96722996,Crossref,46,46,1,"Molecular Biology,Microbiology",NanI Sialidase Enhances the Action of Clostridium perfringens Enterotoxin in the Presence of Mucus,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00848-21,6,"<jats:p>
            NanI is a sialidase produced by some
            <jats:named-content content-type=""genus-species"">Clostridium perfringens</jats:named-content>
            type F strains. Here, we found that NanI can significantly increase the action of
            <jats:named-content content-type=""genus-species"">C. perfringens</jats:named-content>
            enterotoxin (CPE), which is the main toxin responsible for severe human enteric disease caused by type F strains. This effect likely helps to explain why even some type F strains that produce small amounts of CPE are pathogenic.
          </jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/msphere.00874-21,"<a href=""%5C%22https://fungidb.org%5C%22"">https://fungidb.org</a>",https://fungidb.org,https://fungidb.org,200,fungidb.org,org,org,5,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1149,10.1128/msphere.00874-21,mSphere,1/5/22,1/22/23,2/23/22,10.1128/msphere.00874-21,2/13/23,2379-5042,1,2/23/22,235,NA,10.1128,American Society for Microbiology,0.9727921,Crossref,49,49,1,"Molecular Biology,Microbiology","The Protective Role of 1,8-Dihydroxynaphthalene–Melanin on Conidia of the Opportunistic Human Pathogen Aspergillus fumigatus Revisited: No Role in Protection against Hydrogen Peroxide and Superoxides",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00874-21,7,"<jats:p>Opportunistic pathogens like<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>have strategies to protect themselves against reactive oxygen species like hydrogen peroxides and superoxides that are produced by immune cells. DHN-melanin is the green pigment on conidia of<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>and more than 2 decades ago was reported to protect conidia against hydrogen peroxide.</jats:p>",en,mSphere,NA,2022,NA
https://journals.asm.org/doi/10.1128/msphere.00874-21,"<a href=""%5C%22https://www.bioinformatics.babraham.ac.uk/projects/fastqc/%5C%22"">https://www.bioinformatics.babraham.ac.uk/projects/fastqc/</a>",https://www.bioinformatics.babraham.ac.uk/projects/fastqc/,https://www.bioinformatics.babraham.ac.uk/projects/fastqc/,200,bioinformatics.babraham.ac.uk,uk,other,5,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1149,10.1128/msphere.00874-21,mSphere,1/5/22,1/22/23,2/23/22,10.1128/msphere.00874-21,2/13/23,2379-5042,1,2/23/22,235,NA,10.1128,American Society for Microbiology,0.9727921,Crossref,49,49,1,"Molecular Biology,Microbiology","The Protective Role of 1,8-Dihydroxynaphthalene–Melanin on Conidia of the Opportunistic Human Pathogen Aspergillus fumigatus Revisited: No Role in Protection against Hydrogen Peroxide and Superoxides",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00874-21,7,"<jats:p>Opportunistic pathogens like<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>have strategies to protect themselves against reactive oxygen species like hydrogen peroxides and superoxides that are produced by immune cells. DHN-melanin is the green pigment on conidia of<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>and more than 2 decades ago was reported to protect conidia against hydrogen peroxide.</jats:p>",en,mSphere,NA,2022,NA
https://journals.asm.org/doi/10.1128/msphere.00874-21,"<a href=""%5C%22https://fungidb.org/fungidb/%5C%22"">https://fungidb.org/fungidb/</a>",https://fungidb.org/fungidb/,https://fungidb.org/fungidb/,200,fungidb.org,org,org,5,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1149,10.1128/msphere.00874-21,mSphere,1/5/22,1/22/23,2/23/22,10.1128/msphere.00874-21,2/13/23,2379-5042,1,2/23/22,235,NA,10.1128,American Society for Microbiology,0.9727921,Crossref,49,49,1,"Molecular Biology,Microbiology","The Protective Role of 1,8-Dihydroxynaphthalene–Melanin on Conidia of the Opportunistic Human Pathogen Aspergillus fumigatus Revisited: No Role in Protection against Hydrogen Peroxide and Superoxides",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00874-21,7,"<jats:p>Opportunistic pathogens like<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>have strategies to protect themselves against reactive oxygen species like hydrogen peroxides and superoxides that are produced by immune cells. DHN-melanin is the green pigment on conidia of<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>and more than 2 decades ago was reported to protect conidia against hydrogen peroxide.</jats:p>",en,mSphere,NA,2022,NA
https://journals.asm.org/doi/10.1128/msphere.00874-21,"<a href=""%5C%22https://www.ebi.ac.uk/Tools/msa/clustalo/%5C%22"">https://www.ebi.ac.uk/Tools/msa/clustalo/</a>",https://www.ebi.ac.uk/Tools/msa/clustalo/,https://www.ebi.ac.uk/Tools/msa/clustalo/,200,ebi.ac.uk,uk,other,5,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1149,10.1128/msphere.00874-21,mSphere,1/5/22,1/22/23,2/23/22,10.1128/msphere.00874-21,2/13/23,2379-5042,1,2/23/22,235,NA,10.1128,American Society for Microbiology,0.9727921,Crossref,49,49,1,"Molecular Biology,Microbiology","The Protective Role of 1,8-Dihydroxynaphthalene–Melanin on Conidia of the Opportunistic Human Pathogen Aspergillus fumigatus Revisited: No Role in Protection against Hydrogen Peroxide and Superoxides",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00874-21,7,"<jats:p>Opportunistic pathogens like<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>have strategies to protect themselves against reactive oxygen species like hydrogen peroxides and superoxides that are produced by immune cells. DHN-melanin is the green pigment on conidia of<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>and more than 2 decades ago was reported to protect conidia against hydrogen peroxide.</jats:p>",en,mSphere,NA,2022,NA
https://journals.asm.org/doi/10.1128/msphere.00874-21,"<a href=""%5C%22https://mafft.cbrc.jp/alignment/software/%5C%22"">https://mafft.cbrc.jp/alignment/software/</a>",https://mafft.cbrc.jp/alignment/software/,https://mafft.cbrc.jp/alignment/software/,200,mafft.cbrc.jp,jp,other,5,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1149,10.1128/msphere.00874-21,mSphere,1/5/22,1/22/23,2/23/22,10.1128/msphere.00874-21,2/13/23,2379-5042,1,2/23/22,235,NA,10.1128,American Society for Microbiology,0.9727921,Crossref,49,49,1,"Molecular Biology,Microbiology","The Protective Role of 1,8-Dihydroxynaphthalene–Melanin on Conidia of the Opportunistic Human Pathogen Aspergillus fumigatus Revisited: No Role in Protection against Hydrogen Peroxide and Superoxides",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00874-21,7,"<jats:p>Opportunistic pathogens like<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>have strategies to protect themselves against reactive oxygen species like hydrogen peroxides and superoxides that are produced by immune cells. DHN-melanin is the green pigment on conidia of<jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>and more than 2 decades ago was reported to protect conidia against hydrogen peroxide.</jats:p>",en,mSphere,NA,2022,NA
https://journals.asm.org/doi/10.1128/msphere.00433-20,"<a href=""%5C%22https://datadryad.org/stash/share/IVyqvDjX_Ly_IaCiyuL1xa813uBuvlLLMJ5Gg4-fPQw%5C%22"">https://datadryad.org/stash/share/IVyqvDjX_Ly_IaCiyuL1xa813uBuvlLLMJ5Gg4-fPQw</a>",https://datadryad.org/stash/share/IVyqvDjX_Ly_IaCiyuL1xa813uBuvlLLMJ5Gg4-fPQw,https://datadryad.org/stash/share/IVyqvDjX_Ly_IaCiyuL1xa813uBuvlLLMJ5Gg4-fPQw,200,datadryad.org,org,org,1,No,Yes,NA,NA,NA,jocolova@med.umich.edu,dryad digital repository,Data Available,1150,10.1128/mSphere.00433-20,mSphere,6/3/20,3/8/22,6/24/20,10.1128/msphere.00433-20,11/16/22,2379-5042,3,6/24/20,235,NA,10.1128,American Society for Microbiology,0.9727809,Crossref,55,55,11,"Molecular Biology,Microbiology",Host-Induced Genome Instability Rapidly Generates Phenotypic Variation across Candida albicans Strains and Ploidy States,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00433-20,5,"<jats:p>
            <jats:named-content content-type=""genus-species"">Candida albicans</jats:named-content>
            is an opportunistic fungal pathogen of humans. The ability to generate genetic variation is essential for adaptation and is a strategy that
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            and other fungal pathogens use to change their genome size. Stressful environments, including the host, induce
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            genome instability. Here, we investigated how
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            genetic background and ploidy state impact genome instability, both
            <jats:italic>in vitro</jats:italic>
            and in a host environment. We show that the host environment induces genome instability, but the magnitude depends on
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            genetic background. Furthermore, we show that tetraploid
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            is highly unstable in host environments and rapidly reduces in genome size. These reductions in genome size often resulted in reduced virulence. In contrast, diploid
            <jats:named-content content-type=""genus-species"">C. albicans</jats:named-content>
            displayed modest host-induced genome size changes, yet these frequently resulted in increased virulence. Such studies are essential for understanding how opportunistic pathogens respond and potentially adapt to the host environment.
          </jats:p>",en,mSphere,NA,2020,NA
https://journals.asm.org/doi/10.1128/msphere.00429-20,"<a href=""%5C%22https://www.cdc.gov/groupastrep/lab.html%5C%22"">https://www.cdc.gov/groupastrep/lab.html</a>",https://www.cdc.gov/groupastrep/lab.html,https://www.cdc.gov/groupastrep/lab.html,200,cdc.gov,gov,gov,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1183,10.1128/mSphere.00429-20,mSphere,7/14/20,3/8/22,8/26/20,10.1128/msphere.00429-20,2/14/23,2379-5042,4,8/26/20,235,NA,10.1128,American Society for Microbiology,0.95899165,Crossref,44,44,5,"Molecular Biology,Microbiology","Systematic Review and Meta-analysis of the Prevalence of Group A Streptococcal
            <i>emm</i>
            Clusters in Africa To Inform Vaccine Development",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00429-20,5,"<jats:p>
            Low vaccine coverage is of grave public health concern, particularly in developing countries where epidemiological data are often absent. To inform vaccine development for group A
            <jats:italic>Streptococcus</jats:italic>
            (GAS), we report on the epidemiology of the M protein
            <jats:italic>emm</jats:italic>
            clusters from GAS infections in Africa, where GAS-related illnesses and their sequelae, including rheumatic fever and rheumatic heart disease, are of a high burden. This first report of
            <jats:italic>emm</jats:italic>
            clusters across the continent indicates a high probably of coverage by the M protein-based vaccine currently undergoing testing were an
            <jats:italic>emm</jats:italic>
            -cluster based approach to be used.
          </jats:p>",en,mSphere,NA,2020,NA
https://journals.asm.org/doi/10.1128/msphere.00538-20,"<a href=""%5C%22https://toxodb.org/toxo/%5C%22"">https://toxodb.org/toxo/</a>",https://toxodb.org/toxo/,https://toxodb.org/toxo/,200,toxodb.org,org,org,1,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1191,10.1128/mSphere.00538-20,mSphere,9/1/20,3/8/22,10/28/20,10.1128/msphere.00538-20,11/28/22,2379-5042,5,10/28/20,235,NA,10.1128,American Society for Microbiology,0.9552344,Crossref,78,78,4,"Molecular Biology,Microbiology",Transcriptional Profiling Suggests T Cells Cluster around Neurons Injected with Toxoplasma gondii Proteins,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00538-20,5,"<jats:p>
            Like other persistent intracellular pathogens,
            <jats:named-content content-type=""genus-species"">Toxoplasma gondii</jats:named-content>
            , a protozoan parasite, has evolved to evade the immune system and establish a chronic infection in specific cells and organs, including neurons in the CNS. Understanding
            <jats:italic>T. gondii</jats:italic>
            ’s persistence in neurons holds the potential to identify novel, curative drug targets. The work presented here offers new insights into the neuron-
            <jats:italic>T. gondii</jats:italic>
            interaction
            <jats:italic>in vivo</jats:italic>
            . By transcriptionally profiling neurons manipulated by
            <jats:italic>T. gondii</jats:italic>
            , we unexpectedly revealed that immune cells, and specifically CD8
            <jats:sup>+</jats:sup>
            T cells, appear to cluster around these neurons, suggesting that CD8
            <jats:sup>+</jats:sup>
            T cells specifically recognize parasite-manipulated neurons. Such a possibility supports evidence from other labs that questions the long-standing dogma that neurons are often persistently infected because they are not directly recognized by immune cells such as CD8
            <jats:sup>+</jats:sup>
            T cells. Collectively, these data suggest we reconsider the broader role of neurons in the context of infection and neuroinflammation.
          </jats:p>",en,mSphere,NA,2020,NA
https://journals.asm.org/doi/10.1128/msphere.00818-20,"<a href=""%5C%22https://figshare.com/articles/Membrane_receptors_contribute_to_activation_and_efficient_signaling_of_Mitogen-Activated_Protein_Kinase_cascades_during_adaptation_of_Aspergillus_fumigatus_to_different_stressors_and_carbon_sources/12402125%5C%22"">https://figshare.com/articles/Membrane_receptors_contribute_to_activation_and_efficient_signaling_of_Mitogen-Activated_Protein_Kinase_cascades_during_adaptation_of_Aspergillus_fumigatus_to_different_stressors_and_carbon_sources/12402125</a>",https://figshare.com/articles/Membrane_receptors_contribute_to_activation_and_efficient_signaling_of_Mitogen-Activated_Protein_Kinase_cascades_during_adaptation_of_Aspergillus_fumigatus_to_different_stressors_and_carbon_sources/12402125,https://figshare.com/articles/Membrane_receptors_contribute_to_activation_and_efficient_signaling_of_Mitogen-Activated_Protein_Kinase_cascades_during_adaptation_of_Aspergillus_fumigatus_to_different_stressors_and_carbon_sources/12402125,200,figshare.com,com,com,1,No,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1163,10.1128/mSphere.00818-20,mSphere,9/16/20,3/8/22,10/28/20,10.1128/msphere.00818-20,2/5/23,2379-5042,5,10/28/20,235,NA,10.1128,American Society for Microbiology,0.9693405,Crossref,63,63,12,"Molecular Biology,Microbiology",Putative Membrane Receptors Contribute to Activation and Efficient Signaling of Mitogen-Activated Protein Kinase Cascades during Adaptation of Aspergillus fumigatus to Different Stressors and Carbon Sources,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00818-20,5,"<jats:p>
            <jats:named-content content-type=""genus-species"">Aspergillus fumigatus</jats:named-content>
            is an important human-pathogenic fungal species that is responsible for a high incidence of infections in immunocompromised individuals.
            <jats:named-content content-type=""genus-species"">A. fumigatus</jats:named-content>
            high-osmolarity glycerol (HOG) and cell wall integrity pathways are important for the adaptation to different forms of environmental adversity such as osmotic and oxidative stresses, nutrient limitations, high temperatures, and other chemical and mechanical stresses that may be produced by the host immune system and antifungal drugs. Little is known about how these pathways are activated in this fungal pathogen. Here, we characterize four
            <jats:named-content content-type=""genus-species"">A. fumigatus</jats:named-content>
            putative homologues that are important for the activation of the yeast HOG pathway.
            <jats:named-content content-type=""genus-species"">A. fumigatus</jats:named-content>
            SlnA
            <jats:sup>Sln1p</jats:sup>
            , ShoA
            <jats:sup>Sho1p</jats:sup>
            , MsbA
            <jats:sup>Msb2p</jats:sup>
            , and OpyA
            <jats:sup>Opy2p</jats:sup>
            are genetically interacting and are essential for the activation of the HOG and cell wall integrity pathways. Our results contribute to the understanding of
            <jats:named-content content-type=""genus-species"">A. fumigatus</jats:named-content>
            adaptation to the host environment.
          </jats:p>",en,mSphere,NA,2020,NA
https://journals.asm.org/doi/10.1128/msphere.00864-20,"<a href=""%5C%22https://doi.org/10.1128/JB.105.3.844-854.1971%5C%22"">https://doi.org/10.1128/JB.105.3.844-854.1971</a>",https://doi.org/10.1128/JB.105.3.844-854.1971,https://doi.org/10.1128/JB.105.3.844-854.1971,403,doi.org,org,org,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1192,10.1128/mSphere.00864-20,mSphere,11/3/20,3/8/22,12/23/20,10.1128/msphere.00864-20,11/23/22,2379-5042,6,12/23/20,235,NA,10.1128,American Society for Microbiology,0.95353603,Crossref,67,67,6,"Molecular Biology,Microbiology","Conjugal DNA Transfer in Sodalis glossinidius, a Maternally Inherited Symbiont of Tsetse Flies",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00864-20,5,"<jats:p>
            Tsetse flies are the insect vectors of
            <jats:named-content content-type=""genus-species"">T. brucei</jats:named-content>
            , the causative agent of African sleeping sickness—a zoonotic disease that inflicts a substantial economic cost on a broad region of sub-Saharan Africa. Notably, tsetse flies can be infected with the bacterium
            <jats:italic>S. glossinidius</jats:italic>
            to establish an asymptomatic chronic infection. This infection can be inherited by future generations of tsetse flies, allowing
            <jats:italic>S. glossinidius</jats:italic>
            to spread and persist within populations. To this effect,
            <jats:italic>S. glossinidius</jats:italic>
            has been considered a potential expression platform to create flies which reduce
            <jats:named-content content-type=""genus-species"">T. brucei</jats:named-content>
            stasis and lower overall parasite transmission to humans and animals. However, the efficient genetic manipulation of
            <jats:italic>S. glossinidius</jats:italic>
            has remained a technical challenge due to its complex growth requirements and uncharacterized physiology. Here, we exploit a natural mechanism of DNA transfer among bacteria and develop an efficient technique to genetically manipulate
            <jats:italic>S. glossinidius</jats:italic>
            for future studies in reducing trypanosome transmission.
          </jats:p>",en,mSphere,NA,2020,NA
